serial_no,open_date,b1,b2,b3,b4,b5,r1,r2
2009067,2009-06-13 (六),03,06,25,28,32,02,05
2009066,2009-06-10 (三),01,08,19,24,31,06,12
2009065,2009-06-08 (一),01,12,24,27,32,02,11
2009064,2009-06-06 (六),06,10,11,17,34,11,12
2009063,2009-06-03 (三),05,06,18,21,22,01,07
2009062,2009-06-01 (一),04,22,23,29,31,05,11
2009061,2009-05-30 (六),02,10,21,26,34,02,10
2009060,2009-05-27 (三),18,28,29,30,31,04,08
2009059,2009-05-25 (一),02,13,14,29,33,04,11
2009058,2009-05-23 (六),08,10,14,27,32,02,07
2009057,2009-05-20 (三),06,15,22,27,30,02,09
2009056,2009-05-18 (一),04,13,17,32,35,03,06
2009055,2009-05-16 (六),05,08,14,23,24,05,06
2009054,2009-05-13 (三),02,12,19,29,30,07,12
2009053,2009-05-11 (一),05,09,24,31,33,05,06
2009052,2009-05-09 (六),23,24,30,34,35,01,03
2009051,2009-05-06 (三),03,11,22,26,29,05,12
2009050,2009-05-04 (一),05,15,28,32,33,08,09
2009049,2009-05-02 (六),05,16,28,29,34,11,12
2009048,2009-04-29 (三),05,06,22,25,27,11,12
2009047,2009-04-27 (一),13,18,21,24,29,03,06
2009046,2009-04-25 (六),01,09,24,34,35,04,09
2009045,2009-04-22 (三),01,09,14,24,35,06,09
2009044,2009-04-20 (一),01,07,18,29,34,03,09
2009043,2009-04-18 (六),05,21,22,32,35,02,05
2009042,2009-04-15 (三),11,24,25,26,31,02,07
2009041,2009-04-13 (一),05,09,20,23,29,04,10
2009040,2009-04-11 (六),03,16,30,32,33,01,10
2009039,2009-04-08 (三),01,03,07,10,33,03,04
2009038,2009-04-06 (一),06,17,20,29,32,04,05
2009037,2009-04-04 (六),17,18,19,25,31,01,11
2009036,2009-04-01 (三),02,12,26,31,33,09,10
2009035,2009-03-30 (一),03,07,09,28,33,03,08
2009034,2009-03-28 (六),05,19,31,32,35,04,09
2009033,2009-03-25 (三),02,08,18,21,32,08,11
2009032,2009-03-23 (一),04,12,20,26,29,06,10
2009031,2009-03-21 (六),07,11,19,21,22,01,11
2009030,2009-03-18 (三),01,07,27,30,32,01,04
2009029,2009-03-16 (一),03,04,13,17,24,04,11
2009028,2009-03-14 (六),06,20,30,32,35,09,11
2009027,2009-03-11 (三),03,22,26,33,34,09,10
2009026,2009-03-09 (一),24,30,31,32,34,10,12
2009025,2009-03-07 (六),03,17,22,23,33,04,10
2009024,2009-03-04 (三),29,31,32,33,35,10,11
2009023,2009-03-02 (一),15,17,21,27,33,07,11
2009022,2009-02-28 (六),12,14,17,34,35,04,11
2009021,2009-02-25 (三),01,15,31,32,34,03,08
2009020,2009-02-23 (一),05,16,18,32,35,02,11
2009019,2009-02-21 (六),04,29,31,32,35,04,10
2009018,2009-02-18 (三),01,06,13,28,29,03,09
2009017,2009-02-16 (一),05,11,23,26,33,04,12
2009016,2009-02-14 (六),10,11,20,26,27,09,11
2009015,2009-02-11 (三),01,05,10,16,27,03,04
2009014,2009-02-09 (一),08,14,15,25,26,07,09
2009013,2009-02-07 (六),05,24,26,30,35,05,12
2009012,2009-02-04 (三),02,05,20,25,31,10,12
2009011,2009-02-02 (一),02,11,13,14,21,02,04
2009010,2009-01-24 (六),02,09,12,21,29,07,11
2009009,2009-01-21 (三),12,18,23,26,32,06,09
2009008,2009-01-19 (一),04,17,21,29,31,02,12
2009007,2009-01-17 (六),06,14,15,29,35,06,11
2009006,2009-01-14 (三),02,04,22,31,35,09,12
2009005,2009-01-12 (一),10,11,15,31,32,05,08
2009004,2009-01-10 (六),01,03,22,32,35,06,10
2009003,2009-01-07 (三),16,18,23,30,32,02,11
2009002,2009-01-05 (一),01,04,07,12,30,05,10
2009001,2009-01-03 (六),01,15,23,27,30,04,10
2008154,2008-12-31 (三),05,07,10,29,32,04,06
2008153,2008-12-29 (一),02,04,06,25,26,02,05
2008152,2008-12-27 (六),03,05,14,20,33,07,11
2008151,2008-12-24 (三),07,10,27,31,34,08,09
2008150,2008-12-22 (一),01,09,10,15,25,03,08
2008149,2008-12-20 (六),02,05,06,27,29,03,04
2008148,2008-12-17 (三),03,07,20,33,35,04,07
2008147,2008-12-15 (一),16,18,19,24,35,11,12
2008146,2008-12-13 (六),09,23,24,26,33,07,12
2008145,2008-12-10 (三),05,16,27,29,30,05,11
2008144,2008-12-08 (一),10,19,27,28,33,05,12
2008143,2008-12-06 (六),01,02,22,29,32,01,04
2008142,2008-12-03 (三),06,18,21,30,35,08,09
2008141,2008-12-01 (一),09,15,18,30,34,04,05
2008140,2008-11-29 (六),02,09,11,29,32,08,09
2008139,2008-11-26 (三),01,06,10,14,22,06,08
2008138,2008-11-24 (一),04,05,18,22,35,07,08
2008137,2008-11-22 (六),01,10,25,32,35,05,09
2008136,2008-11-19 (三),03,28,29,32,34,01,06
2008135,2008-11-17 (一),07,22,25,29,33,01,12
2008134,2008-11-15 (六),11,13,15,28,35,08,10
2008133,2008-11-12 (三),10,12,15,33,35,03,09
2008132,2008-11-10 (一),06,14,24,27,29,05,09
2008131,2008-11-08 (六),08,09,12,21,32,07,11
2008130,2008-11-05 (三),03,05,22,29,34,07,12
2008129,2008-11-03 (一),13,16,20,25,27,04,05
2008128,2008-11-01 (六),12,15,23,24,25,10,11
2008127,2008-10-29 (三),08,21,22,31,33,01,07
2008126,2008-10-27 (一),09,29,32,34,35,01,08
2008125,2008-10-25 (六),01,04,28,33,34,06,11
2008124,2008-10-22 (三),02,10,13,29,33,06,10
2008123,2008-10-20 (一),01,06,12,28,31,08,09
2008122,2008-10-18 (六),03,06,12,20,29,09,12
2008121,2008-10-15 (三),11,23,24,32,35,04,10
2008120,2008-10-13 (一),21,23,24,25,32,03,04
2008119,2008-10-11 (六),01,02,10,19,27,01,11
2008118,2008-10-08 (三),06,09,19,25,30,06,12
2008117,2008-10-06 (一),13,23,24,25,30,02,08
2008116,2008-10-04 (六),06,08,15,24,31,01,03
2008115,2008-10-01 (三),07,09,19,21,33,07,10
2008114,2008-09-29 (一),02,03,22,27,31,06,07
2008113,2008-09-27 (六),11,14,17,19,22,01,08
2008112,2008-09-24 (三),04,18,26,32,33,05,08
2008111,2008-09-22 (一),02,11,12,14,19,05,09
2008110,2008-09-20 (六),05,16,25,27,33,04,09
2008109,2008-09-17 (三),01,10,18,28,34,05,08
2008108,2008-09-15 (一),11,16,24,29,32,09,11
2008107,2008-09-13 (六),01,02,13,15,16,04,09
2008106,2008-09-10 (三),03,05,21,28,33,02,06
2008105,2008-09-08 (一),12,21,22,26,35,04,05
2008104,2008-09-06 (六),07,08,10,24,34,08,11
2008103,2008-09-03 (三),02,11,22,30,34,04,09
2008102,2008-09-01 (一),05,25,26,29,35,03,10
2008101,2008-08-30 (六),10,13,23,31,33,04,11
2008100,2008-08-27 (三),12,20,26,29,30,02,06
2008099,2008-08-25 (一),03,18,23,25,30,06,10
2008098,2008-08-23 (六),07,10,22,27,33,04,08
2008097,2008-08-20 (三),01,10,31,33,35,03,10
2008096,2008-08-18 (一),06,07,12,25,28,02,12
2008095,2008-08-16 (六),03,04,11,21,25,01,07
2008094,2008-08-13 (三),07,12,19,27,34,11,12
2008093,2008-08-11 (一),06,07,10,24,30,05,08
2008092,2008-08-09 (六),03,23,26,32,34,04,09
2008091,2008-08-06 (三),09,13,19,22,25,04,10
2008090,2008-08-04 (一),04,11,18,33,34,02,06
2008089,2008-08-02 (六),08,13,24,32,33,03,09
2008088,2008-07-30 (三),07,11,19,27,31,02,03
2008087,2008-07-28 (一),14,22,32,33,35,01,05
2008086,2008-07-26 (六),01,06,10,22,35,03,07
2008085,2008-07-23 (三),03,07,13,15,19,02,10
2008084,2008-07-21 (一),02,17,20,22,25,05,11
2008083,2008-07-19 (六),06,14,15,30,31,03,10
2008082,2008-07-16 (三),15,19,29,33,35,01,02
2008081,2008-07-14 (一),07,08,20,22,29,04,07
2008080,2008-07-12 (六),06,09,29,31,33,05,11
2008079,2008-07-09 (三),20,23,26,32,33,05,12
2008078,2008-07-07 (一),08,17,20,28,31,07,11
2008077,2008-07-05 (六),01,08,21,33,34,05,07
2008076,2008-07-02 (三),03,05,10,27,34,01,12
2008075,2008-06-30 (一),01,10,13,30,33,06,07
2008074,2008-06-28 (六),10,13,22,31,35,04,12
2008073,2008-06-25 (三),02,05,06,07,31,08,10
2008072,2008-06-23 (一),10,25,32,33,34,03,09
2008071,2008-06-21 (六),01,05,11,14,25,01,09
2008070,2008-06-18 (三),09,17,18,21,31,01,05
2008069,2008-06-16 (一),05,13,16,29,33,06,08
2008068,2008-06-14 (六),06,09,11,33,34,06,10
2008067,2008-06-11 (三),03,10,14,15,22,04,07
2008066,2008-06-09 (一),02,07,21,22,25,04,12
2008065,2008-06-07 (六),19,22,23,25,32,06,12
2008064,2008-06-04 (三),14,18,24,27,31,06,07
2008063,2008-06-02 (一),07,11,24,30,35,06,08
2008062,2008-05-31 (六),01,15,27,28,29,03,10
2008061,2008-05-28 (三),07,10,14,19,32,03,06
2008060,2008-05-26 (一),03,13,17,23,30,01,11
2008059,2008-05-24 (六),07,13,21,25,31,08,10
2008058,2008-05-21 (三),03,09,11,29,33,03,12
2008057,2008-05-19 (一),05,08,09,17,33,05,06
2008056,2008-05-17 (六),15,19,25,30,31,03,09
2008055,2008-05-14 (三),02,14,28,30,35,04,12
2008054,2008-05-12 (一),05,14,23,31,35,02,06
2008053,2008-05-10 (六),01,13,21,23,32,03,06
2008052,2008-05-07 (三),03,18,19,30,35,05,09
2008051,2008-05-05 (一),01,07,09,11,33,03,11
2008050,2008-05-03 (六),01,05,11,26,27,03,07
2008049,2008-04-30 (三),01,11,14,28,30,03,10
2008048,2008-04-28 (一),01,13,22,25,27,02,10
2008047,2008-04-26 (六),12,18,22,23,30,06,12
2008046,2008-04-23 (三),11,25,26,27,35,07,08
2008045,2008-04-21 (一),14,32,33,34,35,02,04
2008044,2008-04-19 (六),02,21,23,27,32,10,11
2008043,2008-04-16 (三),05,08,10,31,33,02,04
2008042,2008-04-14 (一),05,10,13,32,35,04,05
2008041,2008-04-12 (六),07,17,21,22,28,05,10
2008040,2008-04-09 (三),04,08,19,22,29,08,11
2008039,2008-04-07 (一),07,11,15,27,35,04,07
2008038,2008-04-05 (六),12,13,19,32,33,02,10
2008037,2008-04-02 (三),11,20,24,31,35,04,10
2008036,2008-03-31 (一),09,19,22,30,32,01,10
2008035,2008-03-29 (六),02,12,13,29,30,05,07
2008034,2008-03-26 (三),06,07,18,34,35,05,10
2008033,2008-03-24 (一),03,10,21,23,30,01,09
2008032,2008-03-22 (六),03,09,19,27,33,09,10
2008031,2008-03-19 (三),14,20,23,27,28,02,04
2008030,2008-03-17 (一),03,21,23,26,35,05,08
2008029,2008-03-15 (六),06,11,18,29,30,04,11
2008028,2008-03-12 (三),03,11,17,19,26,07,12
2008027,2008-03-10 (一),05,17,23,31,32,04,08
2008026,2008-03-08 (六),01,21,22,24,25,08,10
2008025,2008-03-05 (三),06,10,12,15,28,04,12
2008024,2008-03-03 (一),08,12,17,20,30,01,02
2008023,2008-03-01 (六),06,26,31,32,34,07,10
2008022,2008-02-27 (三),09,12,13,25,31,08,10
2008021,2008-02-25 (一),05,10,13,21,24,04,09
2008020,2008-02-23 (六),04,05,15,17,33,04,08
2008019,2008-02-20 (三),08,24,25,29,31,04,05
2008018,2008-02-18 (一),03,06,07,11,30,02,03
2008017,2008-02-16 (六),02,14,25,29,32,01,06
2008016,2008-02-13 (三),08,10,11,17,19,06,09
2008015,2008-02-04 (一),09,18,20,27,33,06,09
2008014,2008-02-02 (六),04,07,10,28,34,01,06
2008013,2008-01-30 (三),01,11,19,22,35,05,09
2008012,2008-01-28 (一),02,10,29,32,35,02,03
2008011,2008-01-26 (六),14,20,22,24,27,07,10
2008010,2008-01-23 (三),06,23,24,27,29,06,08
2008009,2008-01-21 (一),04,08,12,24,30,05,08
2008008,2008-01-19 (六),02,06,08,17,32,08,09
2008007,2008-01-16 (三),03,04,05,12,28,03,12
2008006,2008-01-14 (一),10,12,26,29,34,05,07
2008005,2008-01-12 (六),18,25,29,31,34,09,10
2008004,2008-01-09 (三),09,22,24,31,33,08,09
2008003,2008-01-07 (一),01,11,13,32,35,02,07
2008002,2008-01-05 (六),01,12,24,31,32,10,12
2008001,2008-01-02 (三),01,02,11,34,35,03,10
2007093,2007-12-31 (一),06,08,16,25,27,08,12
2007092,2007-12-29 (六),06,19,27,28,29,06,10
2007091,2007-12-26 (三),07,12,26,31,32,03,08
2007090,2007-12-24 (一),04,20,24,31,33,09,12
2007089,2007-12-22 (六),08,13,24,30,34,01,12
2007088,2007-12-19 (三),17,18,21,23,33,06,10
2007087,2007-12-17 (一),08,18,30,31,33,04,09
2007086,2007-12-15 (六),14,18,19,26,28,03,09
2007085,2007-12-12 (三),17,24,28,29,33,02,05
2007084,2007-12-10 (一),05,11,18,29,34,10,11
2007083,2007-12-08 (六),01,05,20,21,24,03,04
2007082,2007-12-05 (三),03,05,14,33,34,07,08
2007081,2007-12-03 (一),06,18,20,22,35,04,09
2007080,2007-12-01 (六),01,15,20,25,27,05,10
2007079,2007-11-28 (三),06,09,25,26,31,02,08
2007078,2007-11-26 (一),09,12,14,22,23,01,02
2007077,2007-11-24 (六),04,06,12,13,24,01,04
2007076,2007-11-21 (三),02,09,12,15,31,09,10
2007075,2007-11-19 (一),05,11,20,30,32,07,11
2007074,2007-11-17 (六),16,17,23,24,31,05,10
2007073,2007-11-14 (三),04,05,09,12,23,02,11
2007072,2007-11-12 (一),21,24,26,27,33,01,05
2007071,2007-11-10 (六),10,22,32,33,35,01,07
2007070,2007-11-07 (三),07,26,29,30,35,03,04
2007069,2007-11-05 (一),02,13,16,21,35,01,05
2007068,2007-11-03 (六),04,09,13,14,33,06,10
2007067,2007-10-31 (三),11,18,25,30,31,04,09
2007066,2007-10-29 (一),04,07,08,19,24,07,12
2007065,2007-10-27 (六),19,20,24,29,31,09,10
2007064,2007-10-24 (三),02,16,32,33,35,05,10
2007063,2007-10-22 (一),10,31,33,34,35,07,12
2007062,2007-10-20 (六),01,04,10,14,29,11,12
2007061,2007-10-17 (三),02,10,19,28,29,02,09
2007060,2007-10-15 (一),12,13,29,30,31,04,07
2007059,2007-10-13 (六),04,15,23,31,33,03,09
2007058,2007-10-10 (三),08,21,25,28,33,02,06
2007057,2007-10-08 (一),14,16,30,32,35,06,07
2007056,2007-10-06 (六),04,11,17,20,21,05,09
2007055,2007-10-03 (三),10,16,24,31,33,07,10
2007054,2007-10-01 (一),04,10,19,29,34,03,06
2007053,2007-09-29 (六),11,16,19,21,25,01,10
2007052,2007-09-26 (三),01,14,29,32,33,05,10
2007051,2007-09-24 (一),03,07,24,28,35,08,11
2007050,2007-09-22 (六),13,21,22,30,35,01,11
2007049,2007-09-19 (三),09,10,15,17,32,04,06
2007048,2007-09-17 (一),08,25,26,29,35,06,08
2007047,2007-09-15 (六),01,06,15,19,35,02,09
2007046,2007-09-12 (三),04,16,18,23,30,01,10
2007045,2007-09-10 (一),09,16,20,26,35,11,12
2007044,2007-09-08 (六),04,05,07,12,26,01,10
2007043,2007-09-05 (三),04,09,22,24,31,02,06
2007042,2007-09-03 (一),07,10,22,31,35,05,06
2007041,2007-09-01 (六),03,16,17,22,35,01,08
2007040,2007-08-29 (三),05,21,25,28,35,01,04
2007039,2007-08-27 (一),10,11,20,21,35,07,11
2007038,2007-08-25 (六),06,21,25,27,32,08,09
2007037,2007-08-22 (三),01,06,07,17,31,11,12
2007036,2007-08-20 (一),15,18,21,27,34,01,02
2007035,2007-08-18 (六),07,11,16,31,32,01,12
2007034,2007-08-15 (三),06,08,11,13,22,02,11
2007033,2007-08-13 (一),01,05,08,14,22,03,12
2007032,2007-08-11 (六),01,13,21,23,32,04,11
2007031,2007-08-08 (三),03,21,27,31,32,06,08
2007030,2007-08-06 (一),11,14,27,33,35,02,07
2007029,2007-08-04 (六),15,22,25,29,35,09,11
2007028,2007-08-01 (三),20,26,30,34,35,03,10
2007027,2007-07-30 (一),02,03,10,19,27,06,10
2007026,2007-07-28 (六),05,09,13,33,35,01,08
2007025,2007-07-25 (三),22,24,26,27,34,02,10
2007024,2007-07-23 (一),06,16,20,25,31,04,09
2007023,2007-07-21 (六),08,10,23,32,34,08,10
2007022,2007-07-18 (三),08,10,12,23,25,03,10
2007021,2007-07-16 (一),02,04,24,29,33,01,02
2007020,2007-07-14 (六),02,06,11,12,18,05,12
2007019,2007-07-11 (三),03,06,17,22,23,04,06
2007018,2007-07-09 (一),03,04,16,23,28,06,09
2007017,2007-07-07 (六),13,14,29,32,34,03,12
2007016,2007-07-04 (三),01,14,19,24,31,03,12
2007015,2007-07-02 (一),02,08,12,13,17,11,12
2007014,2007-06-30 (六),01,02,07,29,32,06,07
2007013,2007-06-27 (三),12,17,27,29,34,06,09
2007012,2007-06-25 (一),03,12,15,29,34,07,11
2007011,2007-06-23 (六),29,32,33,34,35,09,10
2007010,2007-06-20 (三),06,08,18,29,34,09,11
2007009,2007-06-18 (一),01,03,09,19,34,09,12
2007008,2007-06-16 (六),02,08,11,21,23,04,07
2007007,2007-06-13 (三),14,16,25,26,35,04,09
2007006,2007-06-11 (一),01,16,20,23,28,03,06
2007005,2007-06-09 (六),01,09,19,20,30,02,11
2007004,2007-06-06 (三),06,10,16,17,25,02,04
2007003,2007-06-04 (一),03,04,18,23,32,01,06
2007002,2007-06-02 (六),15,22,31,34,35,05,12
2007001,2007-05-30 (三),22,24,29,31,35,04,11
